Pelosi,1550
Democrats,1269
politics,671
Republicans,514
elections,490
lawmakers,420
voters,420
candidates,385
agents,315
Rules,315
Reprints,280
districts,245
Customs,245
States,245
Politics,222
documents,210
profiles,210
leaders,210
relationships,175
members,175
ministers,175
artists,175
updates,152
sculptures,140
miles,140
