media,418
users,242
friends,176
stories,132
messages,132
comments,132
policies,110
thousands,88
authorities,88
nations,88
months,88
Reuters,88
changes,88
efforts,88
relations,88
members,88
products,79
videos,66
Nikolas,66
victims,66
films,66
liners,66
Reprints,66
promises,66
allies,66
